"","Country","HDI","HDICategory","Age","Gender","Kids","Education","WorkStatus","AnnIncome","Occupation","TenureY","TenureM","CommSize","Marital","Sons","Daughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SelfP","OthersP","DPMean","AIPMean","GPMean","SWLSMean"
"768","Jamaica",0.73,"High human development",67,"Female","Yes","dip","full-time",25000,"Manager",14,0,"Small Town","Married",1,2,4,4,4,3,3,2,1,3,3,3,5,4,3,2,3,5,2,3,2,3,4,2,2,5,5,2,3,3,4,1,3,4,3,3,4,5,5,4,4,3,4,4,5,5,4,"yes","no",3.6,3,3.45,4.4
"769","Japan",0.903,"Very high human development",32,"Male","No","deg","unemployed",15000,"",10,0,"Village","Single",0,0,4,4,3,3,3,3,4,4,4,5,5,4,5,4,4,4,5,3,3,3,3,2,3,4,5,3,5,3,4,3,3,4,4,3,4,5,3,4,5,4,2,2,2,3,4,"yes","yes",3.4,4,3.7,2.6
"770","Japan",0.903,"Very high human development",22,"Male","No","ltuni","student",35000,"",0,0,"Large-City","Single",0,0,1,1,5,1,1,1,2,1,5,3,4,5,2,3,1,1,1,2,2,4,4,1,1,1,1,1,5,1,1,1,5,1,1,1,1,5,4,1,4,1,3,2,2,3,1,"yes","no",1.8,2,2.05,2.2
"771","Japan",0.903,"Very high human development",32,"Male","No","ma","student",15000,"",1,10,"Village","Single",0,0,4,3,4,2,2,1,3,3,4,4,5,4,4,4,4,2,3,4,3,1,3,1,2,4,2,1,3,3,4,2,3,5,2,2,5,2,3,5,5,5,4,3,3,4,3,"yes","yes",3,3,3.1,3.4
"772","Japan",0.903,"Very high human development",28,"Female","No","ltuni","full-time",25000,"Translator",1,1,"Large-City","Single",0,0,5,5,5,5,5,1,2,5,4,2,2,5,5,3,5,2,3,2,4,4,4,3,3,5,5,2,4,4,5,4,5,5,1,3,4,4,4,3,5,3,3,4,3,4,3,"yes","yes",5,3,3.8,3.4
"773","Japan",0.903,"Very high human development",25,"Male","No","deg","student",25000,"",2,0,"Village","Single",0,0,3,2,1,1,1,5,3,5,4,4,4,5,4,2,4,5,5,4,3,4,4,2,4,4,2,2,3,4,4,4,4,4,4,2,4,4,4,4,4,4,2,3,2,4,3,"yes","yes",1.6,4,3.55,2.8
"774","Japan",0.903,"Very high human development",32,"Male","Yes","phd","student",10000,"",4,0,"Village","Married",0,2,5,5,5,5,5,5,3,3,3,5,5,4,5,5,5,3,2,3,4,5,5,5,1,5,5,4,5,5,1,5,1,5,5,5,5,5,5,5,5,1,1,1,2,1,1,"yes","yes",5,4,4.15,1.2
"775","Japan",0.903,"Very high human development",28,"Female","No","phd","full-time",55000,"Astrohysicist",0,10,"Large-City","Married",0,0,4,4,4,4,4,3,3,3,4,3,4,4,5,3,5,3,3,3,3,5,5,3,4,4,4,3,3,4,5,4,4,5,3,3,4,4,4,4,4,4,3,4,3,3,2,"yes","yes",4,4,3.9,3
"776","Japan",0.903,"Very high human development",55,"Female","No","ma","full-time",150000,"",17,0,"Large-City","Married",0,0,4,4,4,3,2,1,1,3,4,3,2,2,2,2,4,4,3,2,3,2,4,2,3,3,3,3,4,4,4,2,4,4,3,3,3,3,3,4,4,4,3,3,3,3,3,"yes","4",3.4,3,3.35,3
"777","Japan",0.903,"Very high human development",28,"Female","No","deg","full-time",35000,"Educator",0,6,"Medium-Sized","Married",0,0,3,2,4,2,2,2,2,2,4,2,1,5,3,2,4,3,2,3,1,3,3,3,3,3,3,2,4,3,5,4,3,5,2,2,4,4,3,3,4,3,4,4,5,5,3,"yes","yes",2.6,3,3.3,4.2
"778","Japan",0.903,"Very high human development",37,"Female","No","ma","full-time",35000,"Educator",4,0,"Medium-Sized","Single",0,0,4,4,4,2,2,1,1,2,2,3,3,1,3,1,3,2,1,3,1,3,5,1,1,4,4,4,5,3,2,1,3,4,2,2,3,3,3,4,5,5,2,2,2,2,1,"yes","yes",3.2,2,3.2,1.8
"779","Japan",0.903,"Very high human development",45,"Male","Yes","ma","full-time",250000,"",1,0,"Village","Divorced",1,1,3,3,2,3,3,1,1,3,3,3,1,4,3,3,3,4,2,2,2,4,4,4,3,2,4,3,4,3,4,4,3,3,2,2,4,4,3,4,3,4,2,2,2,3,2,"yes","yes",2.8,3,3.35,2.2
"780","Japan",0.903,"Very high human development",28,"Male","No","phd","full-time",55000,"",1,0,"Large-City","Married",0,0,4,4,5,2,2,2,2,2,2,2,1,2,3,2,2,4,2,4,2,5,3,3,5,3,3,4,3,4,3,2,4,3,4,4,3,5,4,3,3,2,4,4,4,4,2,"no","no",3.4,2,3.4,3.6
"781","Japan",0.903,"Very high human development",28,"Male","No","ma","full-time",45000,"Programmer",3,0,"Large-City","Single",0,0,3,3,5,3,3,2,3,4,4,4,3,4,4,4,4,2,4,2,2,3,3,2,2,4,3,1,3,3,3,3,3,3,2,2,3,3,2,3,3,3,4,3,4,4,3,"yes","yes",3.4,3,2.7,3.6
"782","Jordan",0.741,"High human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","Kazakhstan",0.794,"High human development",80,"Male","Yes","ltuni","retired",250000,"Retired",14,7,"Medium-Sized","Married",0,7,5,1,5,4,4,1,1,1,1,2,3,1,2,2,1,1,1,2,3,3,5,3,2,1,4,1,5,4,3,1,5,2,2,4,2,4,3,4,4,3,3,4,3,5,2,"yes","yes",3.8,2,3.1,3.4
"784","Kenya",0.555,"Medium human development",23,"Female","No","deg","full-time",35000,"",0,3,"Village","Single",0,0,5,5,5,1,1,1,5,5,5,4,2,4,4,5,4,1,4,1,5,5,4,2,4,5,3,3,3,5,4,4,2,4,2,2,4,5,1,4,4,4,3,3,3,2,3,"yes","yes",3.4,4,3.45,2.8
"785","Kiribati",0.588,"Medium human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","Kuwait",0.8,"Very high human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","Kyrgyzstan",0.664,"Medium human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","Laos",0.586,"Medium human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","Latvia",0.83,"Very high human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","Lebanon",0.763,"High human development",16,"Male","No","ltuni","part-time",10000,"",17,0,"Medium-Sized","Single",0,0,3,5,4,4,4,1,1,3,2,4,5,5,5,4,5,1,3,4,3,5,3,5,2,2,5,4,4,1,2,1,4,5,1,4,4,4,5,2,5,2,2,1,2,1,1,"yes","yes",4,3,3.25,1.4
"791","Lesotho",0.497,"Low human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","Liberia",0.427,"Low human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","Libya",0.716,"High human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","Liechtenstein",0.912,"Very high human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","Lithuania",0.848,"Very high human development",25,"Male","No","deg","full-time",15000,"",0,0,"Small Town","Single",0,0,5,5,5,4,4,1,1,4,1,2,5,5,4,4,5,4,3,1,1,5,4,3,4,4,1,4,3,5,2,1,2,4,3,2,4,5,5,4,5,4,5,5,4,5,5,"yes","yes",4.6,3,3.45,4.8
"796","Luxembourg",0.898,"Very high human development",45,"Female","No","deg","full-time",NA,"Civil Servant",17,0,"Small City","Separated",0,0,2,2,5,2,2,1,1,2,2,1,2,2,4,1,4,1,2,1,2,2,4,1,1,2,1,1,4,2,3,2,4,3,1,2,3,1,2,3,3,3,2,4,3,3,4,"yes","yes",2.6,2,2.3,3.2
"797","Macedonia",0.748,"High human development",55,"Female","No","phd","full-time",10000,"",5,0,"Small Town","Married",0,0,4,4,4,2,2,3,2,5,2,4,4,3,4,3,4,3,2,3,2,3,4,3,2,2,3,2,3,3,4,4,3,4,3,4,4,4,4,5,5,4,3,3,2,3,2,"yes","no",3.2,3,3.5,2.6
"798","Madagascar",0.512,"Low human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","Malawi",0.476,"Low human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","Malaysia",0.789,"High human development",32,"Male","Yes","phd","full-time",45000,"",3,0,"Village","Married",1,0,3,2,3,2,2,1,2,4,2,3,1,1,3,2,3,4,3,4,2,2,3,2,4,3,4,3,3,4,4,3,5,3,3,4,3,5,5,4,3,5,3,4,4,3,3,"no","no",2.4,2,3.65,3.4
"801","Malaysia",0.789,"High human development",16,"Male","No","high","student",10000,"",0,0,"Large-City","Single",0,0,5,5,5,4,4,1,1,3,5,5,1,5,5,5,5,1,1,3,3,5,5,3,3,4,2,3,1,4,5,4,3,5,2,4,4,3,3,4,5,4,3,5,3,3,1,"yes","yes",4.6,3,3.55,3
"802","Malaysia",0.789,"High human development",20,"Male","No","deg","student",NA,"",2,0,"Village","Single",0,0,3,1,5,1,1,1,3,5,5,2,5,5,4,1,5,1,1,1,3,1,2,1,1,3,1,3,1,1,2,1,5,1,1,3,3,5,5,2,3,1,4,4,4,3,3,"yes","no",2.2,3,2.25,3.6
"803","Malaysia",0.789,"High human development",20,"Female","No","deg","student",10000,"",0,0,"Medium-Sized","Single",0,0,4,4,4,3,3,1,3,4,4,3,3,5,5,3,5,2,4,5,3,2,3,1,3,5,5,5,2,4,4,3,3,5,4,4,5,5,5,4,3,4,2,2,3,2,2,"yes","yes",3.6,3,3.85,2.2
"804","Malaysia",0.789,"High human development",45,"Female","No","deg","part-time",25000,"Financial Advisor",0,6,"Large Town","Divorced",0,0,5,5,3,5,5,5,5,5,1,5,3,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",4.6,4,5,1
"805","Maldives",0.701,"High human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","Mali",0.442,"Low human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","Malta",0.856,"Very high human development",45,"Female","Yes","high","part-time",10000,"Sales",30,0,"Small Town","Married",2,1,4,1,1,1,1,1,3,2,4,2,1,5,1,1,2,1,5,1,4,4,2,1,1,1,4,2,1,1,3,3,5,5,1,1,1,2,4,1,1,3,4,3,3,4,1,"yes","yes",1.6,2,2.15,3
"808","Malta",0.856,"Very high human development",32,"Female","No","ma","full-time",67500,"",2,0,"Rural/Country","Single",0,0,3,3,2,2,2,3,3,4,4,4,4,2,3,2,4,4,3,3,3,2,4,1,1,4,4,1,2,2,2,3,3,3,3,1,3,3,4,3,3,3,1,3,3,2,1,"yes","no",2.4,3,2.65,2
"809","Mauritania",0.513,"Low human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","Mauritius",0.781,"High human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","Mexico",0.762,"High human development",67,"Female","Yes","ma","part-time",35000,"",5,0,"Medium-Sized","Married",1,1,2,3,3,2,2,2,2,4,4,2,2,2,3,2,2,4,3,3,3,3,2,2,3,2,4,2,2,3,3,2,3,3,2,2,3,2,2,3,2,4,4,4,4,4,3,"no","no",2.4,3,2.55,3.8
"812","Mexico",0.762,"High human development",28,"Male","Yes","deg","full-time",35000,"",8,0,"Large Town","Married",0,1,4,4,4,4,4,2,3,3,4,5,5,3,3,4,5,4,5,5,3,4,4,1,2,2,1,2,3,4,5,2,2,4,2,4,4,5,5,3,5,4,4,2,4,4,5,"yes","yes",4,4,3.2,3.8
"813","Mexico",0.762,"High human development",28,"Male","No","deg","part-time",25000,"Educator",0,6,"Large-City","Single",0,0,4,4,4,3,3,1,4,4,5,2,1,4,4,3,5,1,4,2,5,2,4,2,4,2,2,2,5,4,5,5,5,4,1,5,4,5,4,5,4,5,2,2,3,4,3,"yes","yes",3.6,3,3.85,2.8
"814","Mexico",0.762,"High human development",45,"Male","Yes","ma","full-time",45000,"",2,7,"Village","Married",3,0,4,4,4,2,2,1,1,1,2,2,5,3,2,1,1,4,1,1,1,1,3,1,3,1,2,2,1,2,2,1,5,2,1,5,3,4,1,2,2,5,2,2,3,4,4,"yes","no",3.2,2,2.4,3
"815","Mexico",0.762,"High human development",32,"Female","No","ma","full-time",35000,"Sales",5,2,"Large-City","Single",0,0,2,1,1,1,1,2,2,5,4,3,1,3,4,1,3,5,4,2,3,2,2,2,2,5,1,2,2,2,3,2,4,3,2,2,3,2,3,3,3,2,4,4,4,3,4,"yes","yes",1.2,3,2.5,3.8
"816","Mexico",0.762,"High human development",45,"Female","Yes","deg","full-time",25000,"",10,0,"Village","Married",1,0,1,1,2,1,1,1,1,1,1,1,5,1,1,1,1,2,1,1,1,3,2,1,1,3,3,2,3,1,3,1,3,3,3,1,3,3,1,2,2,2,4,4,4,4,4,"yes","no",1.2,1,2.15,4
"817","Mexico",0.762,"High human development",80,"Female","No","high","retired",15000,"",0,0,"Large Town","Divorced",0,0,5,5,5,5,5,3,4,4,5,5,5,3,5,3,5,4,3,5,4,5,5,2,3,5,5,3,5,5,5,5,5,4,3,4,5,4,3,5,5,4,3,3,3,3,2,"yes","yes",5,4,4.25,2.8
"818","Mexico",0.762,"High human development",45,"Female","No","ma","full-time",35000,"Journalist (freelance)",5,8,"Large-City","Single",0,0,4,3,2,2,2,1,3,2,5,5,5,5,4,5,5,5,5,1,5,5,5,1,2,5,3,3,3,3,5,3,5,5,1,1,4,3,3,5,5,5,4,4,4,3,3,"yes","yes",2.6,4,3.5,3.6
"819","Mexico",0.762,"High human development",32,"Female","Yes","ma","full-time",45000,"",1,9,"Village","Married",0,1,4,3,2,2,3,2,1,4,3,2,3,3,4,3,3,4,2,3,2,3,3,3,4,3,3,3,3,4,3,2,3,3,2,3,3,4,3,3,3,3,3,4,3,4,3,"yes","yes",2.8,3,3.05,3.4
"820","Mexico",0.762,"High human development",25,"Female","No","dip","part-time",10000,"",0,6,"Village","Single",0,0,4,3,2,2,2,1,1,3,3,1,1,3,3,3,2,4,1,2,1,2,2,1,1,1,3,3,3,3,3,1,2,3,2,2,2,2,2,3,4,3,4,4,4,4,4,"no","no",2.6,2,2.3,4
"821","Mexico",0.762,"High human development",45,"Male","Yes","deg","full-time",150000,"",5,0,"Village","Married",1,2,4,4,4,3,3,1,1,2,3,4,4,3,3,2,3,2,2,2,5,4,5,3,3,3,2,2,4,4,4,3,3,4,2,4,4,5,5,4,5,3,4,4,2,3,3,"yes","no",3.6,3,3.6,3.2
"822","Mexico",0.762,"High human development",67,"Female","Yes","deg","retired",35000,"Retired",9,0,"Medium-Sized","Widowed",0,1,3,3,2,2,1,1,2,5,4,4,4,2,3,3,4,4,4,5,3,4,4,2,4,3,3,2,3,4,3,2,3,4,2,2,4,5,4,4,2,4,3,4,4,4,2,"yes","yes",2.2,3,3.2,3.4
"823","Micronesia",0.638,"Medium human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","Moldova",0.699,"Medium human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","Mongolia",0.735,"High human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","Montenegro",0.807,"Very high human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","Morocco",0.647,"Medium human development",67,"Female","No","ma","part-time",NA,"",8,0,"Large Town","Divorced",0,0,3,4,3,2,2,3,1,1,2,3,3,1,4,5,5,3,2,3,1,4,4,1,1,1,1,2,3,2,4,1,4,2,3,2,4,3,1,4,4,2,3,4,3,3,2,"yes","yes",2.8,3,2.45,3
"828","Mozambique",0.418,"Low human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","Myanmar",0.556,"Medium human development",45,"Male","No","ma","full-time",67500,"Consultant",3,0,"Large-City","Married",0,0,3,1,1,1,1,2,2,5,4,3,5,5,5,4,5,5,2,3,1,2,5,3,5,1,4,2,5,3,5,1,4,5,4,5,5,5,2,5,3,5,5,5,3,3,1,"yes","yes",1.4,4,3.85,3.4
"830","Namibia",0.64,"Medium human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","Nepal",0.558,"Medium human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","Netherlands",0.924,"Very high human development",32,"Male","No","ma","full-time",45000,"",1,0,"Large Town","Single",0,0,3,4,4,1,1,1,2,2,3,3,2,4,2,3,3,3,4,2,3,1,2,2,4,4,2,2,4,3,4,2,2,3,4,2,4,5,3,3,5,4,4,4,4,3,2,"yes","no",2.6,3,3.2,3.4
"833","Netherlands",0.924,"Very high human development",45,"Male","Yes","deg","full-time",45000,"",1,0,"Large Town","Married",3,1,5,4,3,4,4,3,3,2,4,4,5,4,4,4,4,4,3,3,3,4,5,4,3,2,3,3,4,3,5,4,4,5,3,3,5,5,4,5,1,4,2,2,3,3,2,"yes","yes",4,4,3.75,2.4
"834","Netherlands",0.924,"Very high human development",25,"Female","No","ltuni","student",10000,"Student",2,0,"Large-City","Single",0,0,4,5,4,4,4,2,3,4,5,5,5,3,4,4,4,2,4,2,4,2,5,2,3,3,4,1,5,3,4,3,4,4,2,3,4,4,3,4,4,4,2,4,3,3,2,"yes","yes",4.2,4,3.45,2.8
"835","Netherlands",0.924,"Very high human development",32,"Female","No","deg","part-time",10000,"Administrator",3,0,"Large-City","Single",0,0,3,2,2,2,2,3,1,5,2,3,2,3,3,3,3,1,3,4,2,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,4,4,2,2,3,3,2,"yes","yes",2.2,3,2.9,2.4
"836","Netherlands",0.924,"Very high human development",19,"Male","No","deg","student",10000,"",1,0,"Village","Single",0,0,4,4,5,4,3,2,4,5,4,4,5,5,4,3,4,4,4,4,4,1,3,1,2,4,4,2,4,4,4,3,3,4,2,3,4,4,4,3,4,4,4,4,4,3,2,"yes","yes",4,4,3.3,3.4
"837","Netherlands",0.924,"Very high human development",55,"Male","Yes","phd","full-time",67500,"",NA,0,"Small Town","Separated",0,2,4,4,4,3,3,2,5,5,3,3,3,4,5,4,4,3,5,3,4,3,4,1,4,4,1,2,3,5,4,4,4,4,3,5,5,4,4,5,3,5,4,5,5,5,4,"yes","yes",3.6,4,3.7,4.6
"838","Netherlands",0.924,"Very high human development",37,"Male","Yes","ma","full-time",55000,"Consultant",7,0,"Large-City","Married",1,1,3,4,3,2,2,3,4,5,4,4,4,4,5,2,4,5,3,4,2,4,4,4,4,5,4,3,4,1,2,4,2,5,4,4,5,2,2,3,4,5,4,4,4,5,2,"yes","yes",2.8,4,3.55,3.8
"839","Netherlands",0.924,"Very high human development",45,"Male","No","deg","full-time",150000,"Consultant",NA,0,"Large-City","Married",0,0,3,2,2,2,1,2,1,5,1,3,2,2,3,3,3,3,2,4,2,3,3,3,3,2,3,2,3,3,3,2,3,2,2,2,4,4,4,3,3,3,4,3,4,5,5,"yes","no",2,3,2.85,4.2
"840","Netherlands",0.924,"Very high human development",28,"Male","No","ltuni","unemployed",10000,"",4,0,"Small Town","Married",0,0,5,4,4,3,3,4,2,5,4,4,5,3,5,5,5,2,5,5,2,3,5,3,3,2,4,5,5,5,5,3,3,5,4,5,5,4,3,5,5,5,1,3,3,3,1,"yes","yes",3.8,4,4.2,2.2
"841","Netherlands",0.924,"Very high human development",28,"Female","No","deg","student",10000,"",0,0,"Small Town","Single",0,0,5,5,5,5,5,1,1,3,2,4,3,3,4,4,4,5,3,3,1,3,4,3,3,2,3,3,5,5,1,3,4,4,1,2,5,3,3,5,3,3,3,3,4,4,2,"yes","no",5,3,3.25,3.2
"842","Netherlands",0.924,"Very high human development",67,"Female","No","ltuni","student",10000,"Unemployed",NA,0,"Rural/Country","Single",0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"no","no",3,3,3,3
