"","Age","Gender","Kids","Education","WorkStatus","AnnIncome","Occupation","TenureY","TenureM","CommSize","Country","Marital","Sons","Daughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SelfP","OthersP","DPMean","AIPMean","GPMean","SWLSMean"
"1308",67,"Male","Yes","deg","retired",45000,"Retired",13,0,"Rural/Country","United States","Widowed",0,2,2,2,1,1,1,1,1,4,3,1,2,3,2,1,2,1,3,1,4,1,3,1,3,1,3,1,2,2,2,1,3,2,1,3,2,3,1,2,2,2,3,3,3,4,3,"yes","yes",1.4,2,2,3.2
"1309",45,"Female","No","ltuni","full-time",35000,"",0,8,"Large-City","United States","Divorced",0,0,4,5,5,5,5,5,1,1,2,4,3,3,3,4,4,4,1,5,1,5,5,3,3,1,5,4,5,4,5,2,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",4.8,3,4.3,1
"1310",45,"Female","No","ma","full-time",55000,"Executive Director",6,5,"Large Town","United States","Single",0,0,4,4,4,2,2,2,1,5,2,2,2,2,3,2,2,4,2,5,1,2,3,1,4,4,4,4,3,3,4,1,4,4,3,3,4,5,2,3,3,3,4,4,4,4,4,"yes","no",3.2,2,3.25,4
"1311",32,"Female","Yes","dip","part-time",15000,"Professional Organizer",1,5,"Medium-Sized","United States","Married",1,3,3,2,2,2,2,3,1,2,1,2,2,2,2,1,2,2,1,2,1,2,4,1,3,2,2,2,3,3,3,4,2,3,4,3,3,3,2,3,3,2,4,4,4,4,4,"yes","no",2.2,2,2.75,4
"1312",28,"Female","No","deg","full-time",15000,"",0,6,"Large-City","United States","Single",0,0,5,5,5,5,5,1,1,5,3,5,5,5,5,5,5,5,3,5,2,4,4,2,4,5,5,4,5,5,5,2,4,5,3,3,4,5,5,5,5,5,1,1,1,1,1,"yes","yes",5,4,4.25,1
"1313",55,"Male","Yes","ma","full-time",45000,"Marketing",8,1,"Medium-Sized","United States","Married",1,3,4,3,4,2,2,1,1,1,1,3,5,2,2,2,1,1,2,2,1,2,3,1,1,1,1,1,3,2,3,1,1,2,1,1,3,2,1,3,3,1,3,4,4,4,3,"yes","no",3,2,1.75,3.6
"1314",28,"Female","No","high","unemployed",35000,"",0,8,"Small Town","United States","Married",0,0,2,1,1,1,1,3,2,1,4,3,3,2,2,2,3,3,2,2,3,5,2,1,1,4,4,3,2,2,3,1,2,4,2,2,2,4,2,3,2,3,2,4,3,3,1,"yes","no",1.2,3,2.45,2.6
"1315",55,"Female","Yes","ltuni","full-time",25000,"Administrator",8,0,"Medium-Sized","United States","Married",1,0,4,4,4,3,3,1,2,5,4,2,4,4,2,2,3,1,3,1,4,3,3,2,2,3,1,3,2,3,2,1,2,3,1,1,3,5,4,2,3,1,4,3,4,4,1,"yes","yes",3.6,3,2.35,3.2
"1316",55,"Male","No","ltuni","retired",150000,"",0,0,"Small City","United States","Married",0,0,2,3,1,3,2,2,1,4,3,2,1,2,2,1,4,4,2,3,1,2,2,1,4,2,1,2,2,4,2,1,5,3,5,3,3,2,3,3,2,3,4,5,3,4,3,"yes","yes",2.2,2,2.65,3.8
"1317",28,"Female","No","deg","full-time",15000,"Outdoor Recreation Coordinator",3,0,"Medium-Sized","United States","Single",0,0,2,2,3,1,1,1,1,2,2,2,3,2,3,1,2,3,2,3,1,2,1,1,3,2,1,2,1,3,2,1,2,2,1,3,2,3,2,3,2,3,4,4,4,3,3,"no","no",1.8,2,2,3.6
"1318",55,"Female","No","phd","full-time",35000,"Attorney",17,0,"Small City","United States","Married",0,0,4,4,3,2,2,2,1,5,1,3,3,3,3,3,3,4,2,3,1,3,3,1,2,1,1,1,3,3,4,2,1,4,1,2,3,4,2,4,4,2,3,3,3,4,3,"yes","no",3,3,2.4,3.2
"1319",45,"Male","Yes","phd","full-time",250000,"Doctor; Physician",13,0,"Medium-Sized","United States","Married",2,0,4,4,4,3,3,2,2,4,2,5,5,3,3,5,5,5,3,5,2,2,5,2,4,3,4,5,3,4,4,2,4,2,3,3,4,4,3,4,2,4,3,4,4,5,3,"yes","yes",3.6,4,3.45,3.8
"1320",32,"Female","No","ma","full-time",55000,"Marketing Copywriter",3,6,"Large-City","United States","Married",0,0,4,4,3,4,3,1,2,3,4,2,2,3,3,2,4,2,4,3,5,1,4,3,4,4,2,3,2,4,5,5,4,5,1,2,3,3,2,5,5,3,4,4,4,3,1,"yes","no",3.6,3,3.45,3.2
"1321",45,"Male","No","phd","full-time",250000,"Attorney",8,0,"Large-City","United States","Divorced",0,0,2,3,2,1,1,1,1,4,5,5,2,1,2,1,2,3,1,1,1,3,3,1,3,1,3,1,2,3,3,3,5,2,2,3,3,3,1,2,3,3,2,3,2,2,1,"yes","no",1.8,2,2.5,2
"1322",28,"Female","No","phd","full-time",150000,"Attorney – Associate",0,5,"Large-City","United States","Married",0,0,2,2,3,1,1,1,1,3,1,1,1,1,3,1,2,3,1,2,1,1,1,3,3,2,3,2,1,2,2,2,1,2,3,3,2,3,2,2,2,1,3,3,3,3,2,"no","no",1.8,2,2.1,2.8
"1323",55,"Female","No","deg","retired",45000,"",0,0,"Medium-Sized","United States","Married",0,0,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,3,1,1,2,1,5,1,1,1,1,5,5,1,1,2,4,1,1,1,1,2,2,1,5,5,5,5,5,"no","no",1,2,1.95,5
"1324",24,"Female","No","high","unemployed",NA,"",0,0,"Rural/Country","United States","Married",0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,1,1,1,5,"yes","yes",5,5,4.6,1.8
"1325",20,"Female","No","dip","student",10000,"",0,0,"Small Town","United States","Single",0,0,2,1,2,1,1,1,1,4,1,1,1,2,3,1,1,2,1,4,2,1,2,3,2,1,3,2,3,3,4,1,3,4,2,2,4,4,4,2,2,2,3,5,4,3,4,"yes","no",1.4,2,2.65,3.8
"1326",55,"Male","No","dip","full-time",25000,"Co-proprietor",3,6,"Small City","United States","Married",0,0,4,4,2,2,2,3,1,5,2,4,1,3,4,3,3,2,2,5,1,5,4,1,2,1,1,1,3,3,4,2,4,3,5,4,4,1,2,4,5,4,3,3,5,4,1,"yes","yes",2.8,3,2.9,3.2
"1327",55,"Female","No","deg","part-time",10000,"Antique Dealer",2,0,"Small City","United States","Married",0,0,4,3,2,2,2,1,1,4,2,2,1,1,1,2,3,1,1,3,1,1,4,2,1,1,1,4,3,2,2,1,4,3,3,4,2,2,1,3,3,3,3,3,4,4,2,"yes","no",2.6,2,2.45,3.2
"1328",45,"Male","No","ma","full-time",67500,"Director",5,0,"Large-City","United States","Single",0,0,3,4,4,3,3,1,1,4,4,2,1,3,3,1,2,4,2,4,2,1,3,2,3,2,2,4,2,4,3,2,4,2,2,3,3,3,3,3,3,4,2,3,3,3,2,"yes","",3.4,2,2.85,2.6
"1329",24,"Female","No","deg","full-time",25000,"Scientist",1,3,"Small City","United States","Single",0,0,2,2,2,2,2,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,4,5,5,5,5,"yes","no",2,1,1.35,4.8
"1330",32,"Female","Yes","deg","full-time",25000,"Assistant",5,11,"Large-City","United States","Married",0,1,1,2,2,1,1,2,1,3,3,3,3,1,2,2,3,3,2,3,1,3,3,1,1,3,2,2,1,2,2,1,1,1,1,3,2,4,3,5,4,2,3,3,3,5,3,"no","no",1.4,2,2.2,3.4
"1331",55,"Female","Yes","deg","full-time",67500,"Nurse",30,0,"Small City","United States","Divorced",0,2,3,3,2,1,1,2,4,5,5,3,4,4,4,3,4,3,5,2,4,3,4,3,4,4,3,4,3,3,3,3,3,4,4,3,4,4,3,4,4,3,2,3,3,5,3,"yes","yes",2,4,3.5,3.2
"1332",45,"Female","Yes","ma","full-time",87500,"Market Research Analyst",9,0,"Small City","United States","Married",2,0,3,4,3,2,2,1,2,3,4,3,3,4,4,2,4,3,2,3,2,3,4,3,3,3,2,3,4,3,4,3,4,4,4,3,4,4,4,5,5,3,5,5,5,5,4,"yes","yes",2.8,3,3.6,4.8
"1333",55,"Male","Yes","ltuni","full-time",67500,"Law Enforcement",30,0,"Small City","United States","Widowed",0,2,2,2,1,1,1,1,1,3,2,2,2,4,2,1,3,4,1,1,2,2,2,2,2,1,2,2,2,2,3,2,2,2,1,2,2,4,2,2,3,2,4,3,4,4,3,"no","yes",1.4,2,2.1,3.6
"1334",45,"Female","No","ltuni","full-time",45000,"Assistant",17,0,"","United States","Married",0,0,3,2,2,1,1,1,1,5,1,1,2,3,3,1,3,2,1,2,1,2,3,1,2,3,2,1,2,3,3,1,4,3,3,3,3,4,3,4,3,3,5,5,5,5,5,"yes","no",1.8,2,2.7,5
"1335",45,"Female","Yes","ltuni","full-time",35000,"Insurance Agent",7,0,"Small City","United States","Married",0,2,3,3,3,3,3,3,3,2,4,3,5,5,3,3,4,3,5,4,4,5,4,2,2,5,3,3,4,4,3,2,2,4,5,4,4,4,4,4,4,3,3,1,3,3,3,"yes","yes",3,4,3.5,2.6
"1336",55,"Female","No","deg","full-time",NA,"Consultant",30,0,"Large-City","United States","Widowed",0,0,3,1,2,1,1,1,2,3,3,2,3,1,5,2,2,2,3,2,3,2,4,1,1,4,4,2,4,3,3,2,3,3,3,3,3,4,4,3,3,2,4,4,4,4,4,"no","no",1.6,2,2.95,4
"1337",45,"Female","Yes","ma","unemployed",150000,"Houswife",9,7,"Small Town","United States","Married",1,1,5,3,4,4,4,1,4,5,4,4,4,4,5,2,5,4,5,2,4,2,4,3,4,4,4,3,4,3,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,2,"yes","yes",4,4,3.75,2.8
"1338",55,"Male","Yes","deg","unemployed",150000,"",0,0,"Large-City","United States","Married",2,1,4,4,3,3,3,2,1,5,1,3,4,2,3,3,4,1,3,3,2,4,3,1,2,1,3,3,3,2,3,1,2,4,1,4,4,3,3,4,4,4,2,3,4,5,5,"yes","yes",3.4,3,2.75,3.8
"1339",55,"Female","No","phd","unemployed",87500,"Doctor; Physician",0,0,"Medium-Sized","United States","Single",0,0,1,1,1,1,1,1,4,5,5,1,3,1,1,1,5,3,3,1,4,2,4,1,3,1,3,3,5,3,2,4,5,1,2,3,5,4,4,4,4,4,4,4,4,4,4,"yes","no",1,3,3.25,4
"1340",21,"Female","No","deg","student",10000,"",2,0,"Small City","United States","Single",0,0,2,2,1,1,1,1,1,2,2,2,3,1,3,1,2,3,1,2,1,1,2,1,1,1,2,1,2,3,4,1,2,2,1,2,3,2,2,2,3,2,4,3,4,5,5,"yes","no",1.4,2,1.95,4.2
"1341",45,"Male","Yes","dip","full-time",150000,"Manager",7,0,"Large-City","United States","Married",2,0,2,2,1,1,1,1,1,2,3,1,3,1,2,1,3,2,1,2,2,3,2,1,2,3,2,2,3,2,3,1,1,3,3,4,2,4,2,3,1,2,3,3,3,5,2,"no","no",1.4,2,2.3,3.2
"1342",32,"Female","Yes","ma","full-time",87500,"Analyst",4,9,"Medium-Sized","United States","Married",1,2,4,4,3,3,3,1,4,2,4,4,4,4,4,4,4,2,4,2,4,3,4,4,3,4,2,4,3,3,4,4,4,4,1,4,4,4,3,4,4,4,2,4,2,4,2,"yes","yes",3.4,3,3.55,2.8
"1343",45,"Female","Yes","dip","retired",NA,"Retired",30,0,"Small City","United States","Married",3,0,4,4,4,2,2,1,2,2,3,2,1,2,2,3,3,5,4,4,1,1,3,1,4,4,3,3,2,5,4,2,4,3,3,4,3,5,4,3,4,2,4,4,4,4,3,"yes","yes",3.2,2,3.3,3.8
"1344",55,"Female","Yes","deg","full-time",25000,"Educator",4,0,"Small City","United States","Married",2,2,5,5,5,5,5,2,2,3,4,4,3,4,5,3,4,5,4,3,3,4,4,2,4,5,4,2,4,4,4,4,4,4,5,4,4,5,4,5,4,5,3,3,2,4,1,"yes","yes",5,4,4.05,2.6
"1345",55,"Male","Yes","ma","full-time",45000,"Librarian",3,6,"Large-City","United States","Married",1,2,4,4,4,3,4,1,3,5,5,5,2,5,4,5,5,4,4,1,5,5,5,5,3,1,5,3,4,3,4,4,5,5,1,4,2,3,3,3,2,2,4,4,4,4,3,"yes","yes",3.8,4,3.35,3.8
"1346",55,"Female","Yes","ma","full-time",150000,"Nurse",28,0,"Large-City","United States","Divorced",1,0,5,4,4,4,4,1,1,2,2,2,2,2,4,2,4,3,2,4,4,4,4,2,3,3,2,2,3,3,3,3,3,4,3,3,4,4,2,5,4,5,4,4,4,4,4,"yes","no",4.2,3,3.25,4
"1347",28,"Male","No","phd","student",15000,"",3,8,"Large-City","United States","Single",0,0,3,4,4,2,2,1,3,3,3,3,1,3,4,2,3,3,3,3,2,2,4,2,4,5,3,3,4,4,4,3,3,4,3,5,4,4,4,5,5,4,3,3,3,3,1,"yes","yes",3,3,3.85,2.6
"1348",28,"Female","No","ltuni","full-time",35000,"Assistant",5,3,"Small City","United States","Single",0,0,2,3,2,1,1,2,1,2,2,2,4,2,2,1,5,5,2,3,1,3,3,1,1,2,2,2,2,2,2,1,5,3,3,3,3,4,3,3,2,2,2,2,3,3,4,"yes","no",1.8,2,2.45,2.8
"1349",55,"Female","Yes","ltuni","part-time",NA,"Museum Docent",3,0,"Small Town","United States","Married",1,0,3,3,4,2,2,1,1,1,3,2,2,3,2,4,3,2,2,2,3,4,4,4,3,5,2,2,5,4,3,2,5,5,2,2,3,3,2,2,3,1,5,4,4,5,4,"yes","yes",2.8,2,3.1,4.4
"1350",45,"Female","Yes","ma","full-time",150000,"Educator",6,0,"Small City","United States","Married",1,2,3,3,3,3,3,3,3,4,4,3,4,3,4,3,4,3,5,3,4,4,3,2,4,2,3,3,3,4,3,5,4,3,3,4,4,4,2,3,3,4,4,3,4,5,3,"yes","yes",3,4,3.3,3.8
"1351",45,"Male","Yes","deg","full-time",150000,"Publishing",17,0,"Small City","United States","Married",1,2,5,5,4,4,4,3,2,2,3,3,4,2,4,3,3,4,2,3,1,2,2,1,4,3,2,3,2,4,4,1,3,3,4,3,4,5,3,5,4,4,2,3,3,2,2,"yes","yes",4.4,3,3.2,2.4
"1352",16,"Male","No","lthigh","student",150000,"",10,0,"Medium-Sized","United States","Single",0,0,5,4,5,5,5,3,4,4,5,5,5,5,5,5,5,4,4,4,5,5,5,3,4,5,3,4,4,5,5,5,4,5,4,4,5,4,4,4,4,4,1,1,1,1,1,"yes","yes",4.8,5,4.25,1
"1353",16,"Female","No","lthigh","student",NA,"",0,0,"Small City","United States","Single",0,0,4,2,4,3,2,2,3,1,4,2,5,2,2,1,5,2,4,3,2,3,1,1,2,5,3,1,2,3,4,2,3,2,4,2,3,4,2,3,4,5,4,4,4,4,3,"yes","no",3,3,2.8,3.8
"1354",32,"Male","No","deg","full-time",87500,"Finance",10,0,"Large-City","United States","Single",0,0,2,3,3,2,2,1,4,5,5,4,2,5,4,2,3,4,4,4,4,3,4,2,4,5,4,4,4,4,4,4,2,4,4,5,4,4,4,3,4,5,4,4,4,4,3,"yes","yes",2.4,4,3.9,3.8
"1355",55,"Male","Yes","ltuni","full-time",55000,"Maintenance Tech.",28,0,"Medium-Sized","United States","Divorced",1,0,2,3,3,3,3,2,2,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,"yes","yes",2.8,3,2.95,2.8
"1356",25,"Male","No","ltuni","student",10000,"Research Intern",0,10,"Small City","United States","Single",0,0,4,3,5,3,3,2,1,5,2,4,5,2,3,5,4,5,4,3,3,3,3,1,4,5,4,2,4,2,3,4,3,4,3,4,3,4,3,5,4,3,4,4,4,4,4,"yes","no",3.6,3,3.4,4
"1357",23,"Female","No","deg","full-time",35000,"Employed By A Church",0,6,"Large-City","United States","Single",0,0,4,4,4,3,3,1,2,4,4,3,4,2,3,3,5,3,3,4,3,2,4,2,3,4,3,4,4,4,5,4,4,5,3,4,4,4,3,4,2,4,4,4,3,4,3,"yes","no",3.6,3,3.7,3.6
"1358",32,"Male","No","deg","full-time",87500,"Sales",3,0,"Large-City","United States","Married",0,0,3,2,2,2,3,3,5,5,5,4,4,4,5,1,4,4,5,5,5,4,3,1,5,3,1,4,5,3,4,5,4,3,3,5,5,5,5,4,4,5,2,3,2,2,2,"yes","yes",2.4,4,3.85,2.2
"1359",45,"Male","No","deg","full-time",55000,"Nurse",5,3,"Medium-Sized","United States","Single",0,0,5,5,5,4,4,4,5,5,5,5,5,5,4,5,5,3,5,2,5,5,5,3,3,3,5,5,4,3,5,5,5,5,2,5,5,5,4,5,5,5,4,4,2,3,3,"yes","yes",4.6,5,4.35,3.2
"1360",32,"Female","Yes","high","full-time",35000,"Assistant",5,7,"Rural/Country","United States","Married",5,0,4,3,4,2,1,1,2,1,4,3,4,2,4,2,4,3,3,2,3,2,3,1,2,2,2,2,3,4,4,5,4,4,2,5,4,5,5,3,4,4,4,5,4,4,4,"yes","yes",2.8,3,3.4,4.2
"1361",16,"Female","No","lthigh","student",NA,"",0,0,"Small Town","United States","Single",0,0,4,4,2,3,3,3,3,4,2,3,5,4,4,4,3,2,4,3,4,3,5,2,3,4,5,3,2,3,4,4,4,3,5,3,4,3,3,3,3,4,3,4,4,5,4,"yes","yes",3.2,3,3.5,4
"1362",28,"Female","No","deg","full-time",45000,"Market Research Analyst",1,4,"Small Town","United States","Married",0,0,3,3,4,2,2,1,1,5,1,1,1,1,3,1,3,2,2,3,1,2,3,3,2,4,4,4,3,3,2,1,3,2,2,4,3,4,3,4,2,4,2,2,3,3,2,"yes","no",2.8,2,3,2.4
"1363",45,"Male","Yes","ltuni","full-time",35000,"",3,0,"Small City","United States","Married",2,6,2,2,2,2,1,2,2,5,3,2,4,3,2,2,2,2,2,4,2,2,1,1,2,3,1,2,2,2,2,2,5,2,2,3,3,3,3,2,2,3,4,4,4,4,3,"no","yes",1.8,3,2.3,3.8
"1364",23,"Female","No","ma","student",10000,"",0,6,"Large-City","United States","Single",0,0,3,3,4,3,2,1,1,1,2,1,3,2,3,1,3,2,1,2,2,3,3,1,1,1,4,3,2,3,4,2,4,3,1,2,3,4,3,3,2,1,4,3,3,5,4,"yes","no",3,2,2.5,3.8
"1365",55,"Male","Yes","deg","full-time",150000,"Communications",2,6,"Small City","United States","Married",1,2,4,4,3,3,2,2,4,4,3,3,2,3,5,3,3,2,4,2,4,5,3,1,3,5,2,1,2,4,4,4,4,3,3,1,4,2,1,3,2,4,4,5,4,5,4,"yes","yes",3.2,3,2.8,4.4
"1366",37,"Male","No","deg","full-time",150000,"Supervisor",2,0,"Large-City","United States","Single",0,0,4,3,3,2,2,1,2,4,4,3,2,2,3,2,3,4,4,3,4,2,3,3,3,3,3,3,2,3,2,4,4,4,3,4,4,4,4,3,3,3,2,3,3,3,2,"yes","no",2.8,3,3.25,2.6
"1367",21,"Male","No","ltuni","student",10000,"",14,0,"Small Town","United States","Single",0,0,4,4,3,4,4,1,2,5,4,4,5,4,2,3,5,4,4,5,5,4,1,3,4,4,4,3,4,3,4,3,4,5,3,5,3,4,4,5,5,2,3,2,1,3,1,"yes","yes",3.8,4,3.65,2
"1368",45,"Female","No","deg","student",25000,"",0,0,"Large-City","United States","Single",0,0,4,4,3,3,3,2,2,3,2,3,4,2,3,2,2,3,2,3,2,3,3,3,2,3,2,3,3,3,4,3,3,3,4,3,3,3,3,4,4,3,3,3,2,3,2,"yes","no",3.4,3,3.1,2.6
"1369",45,"Male","Yes","ltuni","full-time",45000,"Engineer",6,6,"Small City","United States","Married",5,2,2,3,3,3,3,2,2,4,4,3,1,3,4,3,3,4,4,4,3,3,3,3,4,4,3,5,3,3,3,2,1,4,3,4,4,4,4,3,3,4,3,3,3,3,3,"yes","yes",2.8,3,3.35,3
"1370",45,"Female","Yes","ltuni","full-time",35000,"Dental & Disability Coordinator",2,0,"Small Town","United States","Divorced",2,1,3,3,2,2,2,3,3,5,5,3,4,4,3,3,4,2,4,4,4,4,4,2,2,5,2,2,2,3,3,3,4,4,4,2,4,4,4,3,4,4,2,3,4,4,3,"yes","yes",2.4,4,3.25,3.2
"1371",37,"Female","No","deg","full-time",67500,"Writer",10,0,"Small Town","United States","Married",0,0,2,3,2,1,1,1,2,2,4,1,4,3,2,2,3,2,2,1,3,1,2,1,1,3,2,3,3,2,3,3,2,2,4,3,3,3,3,2,1,1,5,5,4,5,5,"yes","no",1.8,2,2.35,4.8
"1372",32,"Female","Yes","deg","unemployed",10000,"Houswife",2,0,"Medium-Sized","United States","Married",1,1,4,5,5,5,5,5,4,5,1,5,5,5,5,5,5,4,5,5,4,5,5,4,4,5,5,3,5,4,5,5,5,5,4,4,1,5,5,5,4,5,1,1,2,2,1,"yes","yes",4.8,5,4.4,1.4
"1373",55,"Female","No","ma","full-time",87500,"Writer/editor",5,0,"Medium-Sized","United States","Married",0,0,4,4,4,3,3,1,1,2,4,3,2,2,4,3,4,2,3,3,2,3,4,4,3,4,2,3,4,4,4,4,2,4,3,3,4,4,3,4,4,4,3,2,3,3,3,"yes","no",3.6,3,3.55,2.8
"1374",55,"Male","No","phd","full-time",150000,"Educator",17,6,"Medium-Sized","United States","Single",0,0,3,3,3,3,3,1,2,4,4,4,3,4,3,3,4,3,4,2,4,4,4,2,1,4,3,2,4,4,3,3,4,3,1,2,4,4,3,5,4,5,3,3,3,5,2,"yes","yes",3,3,3.25,3.2
"1375",55,"Female","Yes","deg","full-time",55000,"Nurse",3,0,"Large-City","United States","Married",2,0,3,3,2,2,2,2,2,2,3,3,2,3,4,3,3,3,5,4,3,3,3,2,3,2,4,2,3,3,3,3,2,4,2,3,4,4,3,4,3,4,3,3,4,4,2,"yes","yes",2.4,3,3.05,3.2
"1376",32,"Female","No","ma","full-time",45000,"",1,3,"Medium-Sized","United States","Married",0,0,3,3,4,3,3,2,2,5,3,2,1,3,4,2,4,3,3,3,3,2,4,4,3,3,4,2,4,4,4,2,3,3,3,3,4,4,3,3,4,3,3,3,4,3,2,"yes","no",3.2,3,3.35,3
"1377",19,"Female","No","ltuni","student",10000,"Student",7,0,"Medium-Sized","United States","Single",0,0,2,4,2,1,1,1,1,1,5,1,4,4,4,2,5,1,5,1,4,1,3,2,2,5,4,1,2,4,5,4,5,4,1,2,5,4,5,4,3,4,4,4,3,2,5,"yes","no",2,3,3.45,3.6
"1378",45,"Female","Yes","deg","part-time",35000,"Program Coordinator",1,0,"Large Town","United States","Married",2,0,2,2,1,1,1,1,1,5,3,2,2,1,2,1,3,4,3,2,1,1,2,1,1,2,3,3,2,2,3,2,2,3,1,2,2,3,2,3,2,1,4,4,4,5,4,"no","no",1.4,2,2.1,4.2
"1379",37,"Female","Yes","deg","part-time",35000,"Nurse",13,5,"Small Town","United States","Married",1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,2,1,1,2,2,2,4,2,2,1,2,2,1,2,2,3,4,5,5,5,4,"yes","no",1.2,1,1.85,4.6
"1380",45,"Male","Yes","deg","full-time",67500,"Chief Of Staff",1,7,"Medium-Sized","United States","Married",2,5,2,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,3,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,1,2,4,3,4,4,3,"no","no",1.2,2,1.6,3.6
"1381",45,"Female","Yes","deg","unemployed",NA,"",0,0,"Large-City","United States","Married",0,2,2,3,2,2,2,1,1,4,2,1,1,1,2,2,2,3,1,3,1,3,1,2,3,4,3,2,2,3,2,2,1,3,3,3,3,2,2,3,2,2,4,4,4,4,5,"no","no",2.2,2,2.4,4.2
"1382",37,"Female","Yes","deg","part-time",10000,"",3,0,"Medium-Sized","United States","Married",0,1,3,5,4,4,4,3,1,5,3,4,2,2,4,3,5,5,3,4,1,5,5,1,2,5,4,3,5,4,4,5,4,4,5,4,4,1,1,5,5,4,2,2,2,1,1,"yes","no",4,3,3.75,1.6
"1383",32,"Female","No","ma","full-time",45000,"Social Worker",1,6,"Medium-Sized","United States","Single",0,0,3,4,3,3,3,1,3,4,5,4,1,5,4,3,5,1,3,4,4,5,5,4,3,4,5,4,5,4,5,4,4,4,3,4,4,4,4,4,4,3,2,2,2,2,2,"yes","yes",3.2,3,4.05,2
"1384",45,"Male","No","ma","retired",150000,"Finance",5,0,"Medium-Sized","United States","Single",0,0,4,4,4,3,3,1,1,3,3,2,2,1,3,3,3,3,2,3,4,2,3,2,3,4,1,2,3,5,5,1,2,2,1,5,4,4,4,5,5,4,3,3,2,3,2,"yes","no",3.6,2,3.25,2.6
"1385",55,"Female","Yes","dip","full-time",35000,"Training Coordinator",4,0,"Large Town","United States","Divorced",1,1,4,3,3,3,3,3,2,5,4,4,5,3,4,3,5,3,3,4,3,3,5,2,3,1,3,3,5,4,5,4,4,3,2,5,3,4,3,4,3,4,2,2,3,1,1,"yes","yes",3.2,4,3.5,1.8
"1386",24,"Male","No","ltuni","student",10000,"Secretary",0,2,"Large Town","United States","Divorced",0,0,2,3,3,3,2,4,3,4,1,3,3,4,3,4,2,5,3,2,2,2,2,2,4,3,3,4,1,4,2,1,5,2,4,4,5,1,3,3,2,4,1,3,2,3,2,"yes","yes",2.6,3,2.95,2.2
"1387",37,"Female","No","deg","full-time",67500,"Manager",0,4,"Large-City","United States","Married",0,0,4,5,2,3,3,4,4,5,5,3,5,4,5,2,4,4,4,3,4,4,4,4,4,4,1,4,3,4,3,5,4,4,4,4,4,4,4,4,4,4,2,2,3,2,2,"yes","yes",3.4,4,3.8,2.2
"1388",32,"Female","Yes","ma","full-time",45000,"Law Enforcement",0,6,"Small Town","United States","Married",1,0,5,5,4,3,3,1,1,4,5,5,5,4,4,4,5,4,3,5,2,5,5,4,4,3,5,5,5,5,5,3,3,5,3,5,4,5,5,5,5,5,4,3,4,5,5,"yes","no",4,4,4.45,4.2
"1389",22,"Male","No","ltuni","part-time",10000,"Server",2,0,"Small City","United States","Single",0,0,4,3,5,4,4,3,2,3,3,3,3,3,4,2,4,3,3,2,2,4,4,3,2,5,3,3,5,4,4,2,3,4,3,3,5,3,3,3,3,4,3,3,3,2,3,"yes","yes",4,3,3.45,2.8
"1390",22,"Male","No","ma","student",15000,"",1,8,"Large-City","United States","Single",0,0,2,5,4,3,3,1,1,2,3,3,1,2,2,2,3,4,2,2,3,3,3,3,3,4,1,3,3,3,4,3,3,3,1,4,3,3,3,2,3,4,3,4,4,3,3,"no","no",3.4,2,2.95,3.4
"1391",25,"Male","No","dip","full-time",45000,"Eod",4,0,"Medium-Sized","United States","Single",0,0,4,2,1,2,2,2,3,5,4,4,2,5,3,4,4,3,5,5,4,5,5,1,5,5,5,2,4,2,5,5,3,4,4,4,3,5,5,4,4,5,3,3,4,2,2,"yes","yes",2.2,4,4,2.8
"1392",25,"Female","No","deg","full-time",35000,"Bookkeeper",2,0,"Medium-Sized","United States","Single",0,0,5,5,4,2,2,1,3,5,5,5,5,5,5,5,5,5,5,5,3,4,5,2,3,5,3,4,5,4,5,1,4,5,4,3,5,1,1,1,5,1,1,3,2,2,2,"yes","yes",3.6,4,3.35,2
"1393",20,"Female","No","ltuni","student",10000,"Tutor",0,6,"Small City","United States","Single",0,0,2,1,4,3,3,1,2,1,5,2,3,4,2,1,3,2,3,4,5,3,2,1,1,5,3,4,3,4,4,4,4,4,2,3,3,2,1,2,1,2,4,3,5,4,5,"yes","no",2.6,3,2.75,4.2
